((NUW-APP))               N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N048.52.24.021 W123.17.41.594 N048.52.26.361 W123.17.41.945 RVM
                          N048.52.26.361 W123.17.41.945 N048.52.28.700 W123.17.41.595 RVM
                          N048.52.28.700 W123.17.41.595 N048.52.30.950 W123.17.40.557 RVM
                          N048.52.30.950 W123.17.40.557 N048.52.33.023 W123.17.38.872 RVM
                          N048.52.33.023 W123.17.38.872 N048.52.34.840 W123.17.36.605 RVM
                          N048.52.34.840 W123.17.36.605 N048.52.36.332 W123.17.33.842 RVM
                          N048.52.36.332 W123.17.33.842 N048.52.37.440 W123.17.30.690 RVM
                          N048.52.37.440 W123.17.30.690 N048.52.38.122 W123.17.27.269 RVM
                          N048.52.38.122 W123.17.27.269 N048.52.38.353 W123.17.23.712 RVM
    ; XX NDB
                          N049.01.07.412 W122.29.15.587 N049.01.07.181 W122.29.12.020 RVM
                          N049.01.07.181 W122.29.12.020 N049.01.06.499 W122.29.08.589 RVM
                          N049.01.06.499 W122.29.08.589 N049.01.05.391 W122.29.05.428 RVM
                          N049.01.05.391 W122.29.05.428 N049.01.03.899 W122.29.02.657 RVM
                          N049.01.03.899 W122.29.02.657 N049.01.02.082 W122.29.00.384 RVM
                          N049.01.02.082 W122.29.00.384 N049.01.00.009 W122.28.58.694 RVM
                          N049.01.00.009 W122.28.58.694 N049.00.57.759 W122.28.57.654 RVM
                          N049.00.57.759 W122.28.57.654 N049.00.55.420 W122.28.57.303 RVM
                          N049.00.55.420 W122.28.57.303 N049.00.53.080 W122.28.57.654 RVM
                          N049.00.53.080 W122.28.57.654 N049.00.50.831 W122.28.58.695 RVM
                          N049.00.50.831 W122.28.58.695 N049.00.48.757 W122.29.00.385 RVM
                          N049.00.48.757 W122.29.00.385 N049.00.46.940 W122.29.02.659 RVM
                          N049.00.46.940 W122.29.02.659 N049.00.45.449 W122.29.05.429 RVM
                          N049.00.45.449 W122.29.05.429 N049.00.44.341 W122.29.08.590 RVM
                          N049.00.44.341 W122.29.08.590 N049.00.43.658 W122.29.12.020 RVM
                          N049.00.43.658 W122.29.12.020 N049.00.43.428 W122.29.15.587 RVM
                          N049.00.43.428 W122.29.15.587 N049.00.43.658 W122.29.19.154 RVM
                          N049.00.43.658 W122.29.19.154 N049.00.44.341 W122.29.22.584 RVM
                          N049.00.44.341 W122.29.22.584 N049.00.45.449 W122.29.25.745 RVM
                          N049.00.45.449 W122.29.25.745 N049.00.46.940 W122.29.28.515 RVM
                          N049.00.46.940 W122.29.28.515 N049.00.48.757 W122.29.30.789 RVM
                          N049.00.48.757 W122.29.30.789 N049.00.50.831 W122.29.32.479 RVM
                          N049.00.50.831 W122.29.32.479 N049.00.53.080 W122.29.33.520 RVM
                          N049.00.53.080 W122.29.33.520 N049.00.55.420 W122.29.33.871 RVM
                          N049.00.55.420 W122.29.33.871 N049.00.57.759 W122.29.33.520 RVM
                          N049.00.57.759 W122.29.33.520 N049.01.00.009 W122.29.32.480 RVM
                          N049.01.00.009 W122.29.32.480 N049.01.02.082 W122.29.30.790 RVM
                          N049.01.02.082 W122.29.30.790 N049.01.03.899 W122.29.28.517 RVM
                          N049.01.03.899 W122.29.28.517 N049.01.05.391 W122.29.25.746 RVM
                          N049.01.05.391 W122.29.25.746 N049.01.06.499 W122.29.22.585 RVM
                          N049.01.06.499 W122.29.22.585 N049.01.07.181 W122.29.19.154 RVM
                          N049.01.07.181 W122.29.19.154 N049.01.07.412 W122.29.15.587 RVM
    ; WC NDB
                          N049.00.23.395 W122.44.01.628 N049.00.23.164 W122.43.58.062 RVM
                          N049.00.23.164 W122.43.58.062 N049.00.22.482 W122.43.54.632 RVM
                          N049.00.22.482 W122.43.54.632 N049.00.21.374 W122.43.51.472 RVM
                          N049.00.21.374 W122.43.51.472 N049.00.19.882 W122.43.48.702 RVM
                          N049.00.19.882 W122.43.48.702 N049.00.18.065 W122.43.46.428 RVM
                          N049.00.18.065 W122.43.46.428 N049.00.15.992 W122.43.44.739 RVM
                          N049.00.15.992 W122.43.44.739 N049.00.13.742 W122.43.43.699 RVM
                          N049.00.13.742 W122.43.43.699 N049.00.11.403 W122.43.43.348 RVM
                          N049.00.11.403 W122.43.43.348 N049.00.09.063 W122.43.43.700 RVM
                          N049.00.09.063 W122.43.43.700 N049.00.06.814 W122.43.44.740 RVM
                          N049.00.06.814 W122.43.44.740 N049.00.04.740 W122.43.46.429 RVM
                          N049.00.04.740 W122.43.46.429 N049.00.02.923 W122.43.48.703 RVM
                          N049.00.02.923 W122.43.48.703 N049.00.01.432 W122.43.51.473 RVM
                          N049.00.01.432 W122.43.51.473 N049.00.00.324 W122.43.54.633 RVM
                          N049.00.00.324 W122.43.54.633 N048.59.59.642 W122.43.58.062 RVM
                          N048.59.59.642 W122.43.58.062 N048.59.59.411 W122.44.01.628 RVM
                          N048.59.59.411 W122.44.01.628 N048.59.59.642 W122.44.05.194 RVM
                          N048.59.59.642 W122.44.05.194 N049.00.00.324 W122.44.08.623 RVM
                          N049.00.00.324 W122.44.08.623 N049.00.01.432 W122.44.11.783 RVM
                          N049.00.01.432 W122.44.11.783 N049.00.02.923 W122.44.14.553 RVM
                          N049.00.02.923 W122.44.14.553 N049.00.04.740 W122.44.16.827 RVM
                          N049.00.04.740 W122.44.16.827 N049.00.06.814 W122.44.18.516 RVM
                          N049.00.06.814 W122.44.18.516 N049.00.09.063 W122.44.19.556 RVM
                          N049.00.09.063 W122.44.19.556 N049.00.11.403 W122.44.19.908 RVM
                          N049.00.11.403 W122.44.19.908 N049.00.13.742 W122.44.19.557 RVM
                          N049.00.13.742 W122.44.19.557 N049.00.15.992 W122.44.18.517 RVM
                          N049.00.15.992 W122.44.18.517 N049.00.18.065 W122.44.16.828 RVM
                          N049.00.18.065 W122.44.16.828 N049.00.19.882 W122.44.14.554 RVM
                          N049.00.19.882 W122.44.14.554 N049.00.21.374 W122.44.11.784 RVM
                          N049.00.21.374 W122.44.11.784 N049.00.22.482 W122.44.08.624 RVM
                          N049.00.22.482 W122.44.08.624 N049.00.23.164 W122.44.05.194 RVM
                          N049.00.23.164 W122.44.05.194 N049.00.23.395 W122.44.01.628 RVM
    ; FHR NDB
                          N048.31.48.639 W123.01.40.463 N048.31.48.408 W123.01.36.930 RVM
                          N048.31.48.408 W123.01.36.930 N048.31.47.726 W123.01.33.533 RVM
                          N048.31.47.726 W123.01.33.533 N048.31.46.618 W123.01.30.403 RVM
                          N048.31.46.618 W123.01.30.403 N048.31.45.126 W123.01.27.659 RVM
                          N048.31.45.126 W123.01.27.659 N048.31.43.309 W123.01.25.407 RVM
                          N048.31.43.309 W123.01.25.407 N048.31.41.236 W123.01.23.734 RVM
                          N048.31.41.236 W123.01.23.734 N048.31.38.986 W123.01.22.703 RVM
                          N048.31.38.986 W123.01.22.703 N048.31.36.647 W123.01.22.356 RVM
                          N048.31.36.647 W123.01.22.356 N048.31.34.307 W123.01.22.704 RVM
                          N048.31.34.307 W123.01.22.704 N048.31.32.058 W123.01.23.734 RVM
                          N048.31.32.058 W123.01.23.734 N048.31.29.984 W123.01.25.408 RVM
                          N048.31.29.984 W123.01.25.408 N048.31.28.167 W123.01.27.660 RVM
                          N048.31.28.167 W123.01.27.660 N048.31.26.676 W123.01.30.404 RVM
                          N048.31.26.676 W123.01.30.404 N048.31.25.568 W123.01.33.534 RVM
                          N048.31.25.568 W123.01.33.534 N048.31.24.886 W123.01.36.931 RVM
                          N048.31.24.886 W123.01.36.931 N048.31.24.655 W123.01.40.463 RVM
                          N048.31.24.655 W123.01.40.463 N048.31.24.886 W123.01.43.995 RVM
                          N048.31.24.886 W123.01.43.995 N048.31.25.568 W123.01.47.392 RVM
                          N048.31.25.568 W123.01.47.392 N048.31.26.676 W123.01.50.522 RVM
                          N048.31.26.676 W123.01.50.522 N048.31.28.167 W123.01.53.266 RVM
                          N048.31.28.167 W123.01.53.266 N048.31.29.984 W123.01.55.518 RVM
                          N048.31.29.984 W123.01.55.518 N048.31.32.058 W123.01.57.192 RVM
                          N048.31.32.058 W123.01.57.192 N048.31.34.307 W123.01.58.222 RVM
                          N048.31.34.307 W123.01.58.222 N048.31.36.647 W123.01.58.570 RVM
                          N048.31.36.647 W123.01.58.570 N048.31.38.986 W123.01.58.223 RVM
                          N048.31.38.986 W123.01.58.223 N048.31.41.236 W123.01.57.192 RVM
                          N048.31.41.236 W123.01.57.192 N048.31.43.309 W123.01.55.519 RVM
                          N048.31.43.309 W123.01.55.519 N048.31.45.126 W123.01.53.267 RVM
                          N048.31.45.126 W123.01.53.267 N048.31.46.618 W123.01.50.523 RVM
                          N048.31.46.618 W123.01.50.523 N048.31.47.726 W123.01.47.393 RVM
                          N048.31.47.726 W123.01.47.393 N048.31.48.408 W123.01.43.996 RVM
                          N048.31.48.408 W123.01.43.996 N048.31.48.639 W123.01.40.463 RVM
    ; BVS NDB
                          N048.28.18.951 W122.25.06.297 N048.28.18.720 W122.25.02.768 RVM
                          N048.28.18.720 W122.25.02.768 N048.28.18.038 W122.24.59.375 RVM
                          N048.28.18.038 W122.24.59.375 N048.28.16.930 W122.24.56.248 RVM
                          N048.28.16.930 W122.24.56.248 N048.28.15.438 W122.24.53.507 RVM
                          N048.28.15.438 W122.24.53.507 N048.28.13.621 W122.24.51.258 RVM
                          N048.28.13.621 W122.24.51.258 N048.28.11.548 W122.24.49.587 RVM
                          N048.28.11.548 W122.24.49.587 N048.28.09.298 W122.24.48.558 RVM
                          N048.28.09.298 W122.24.48.558 N048.28.06.959 W122.24.48.210 RVM
                          N048.28.06.959 W122.24.48.210 N048.28.04.619 W122.24.48.558 RVM
                          N048.28.04.619 W122.24.48.558 N048.28.02.370 W122.24.49.588 RVM
                          N048.28.02.370 W122.24.49.588 N048.28.00.296 W122.24.51.259 RVM
                          N048.28.00.296 W122.24.51.259 N048.27.58.479 W122.24.53.508 RVM
                          N048.27.58.479 W122.24.53.508 N048.27.56.988 W122.24.56.249 RVM
                          N048.27.56.988 W122.24.56.249 N048.27.55.880 W122.24.59.376 RVM
                          N048.27.55.880 W122.24.59.376 N048.27.55.197 W122.25.02.769 RVM
                          N048.27.55.197 W122.25.02.769 N048.27.54.967 W122.25.06.297 RVM
                          N048.27.54.967 W122.25.06.297 N048.27.55.197 W122.25.09.825 RVM
                          N048.27.55.197 W122.25.09.825 N048.27.55.880 W122.25.13.218 RVM
                          N048.27.55.880 W122.25.13.218 N048.27.56.988 W122.25.16.345 RVM
                          N048.27.56.988 W122.25.16.345 N048.27.58.479 W122.25.19.085 RVM
                          N048.27.58.479 W122.25.19.085 N048.28.00.296 W122.25.21.335 RVM
                          N048.28.00.296 W122.25.21.335 N048.28.02.370 W122.25.23.006 RVM
                          N048.28.02.370 W122.25.23.006 N048.28.04.619 W122.25.24.036 RVM
                          N048.28.04.619 W122.25.24.036 N048.28.06.959 W122.25.24.383 RVM
                          N048.28.06.959 W122.25.24.383 N048.28.09.298 W122.25.24.036 RVM
                          N048.28.09.298 W122.25.24.036 N048.28.11.548 W122.25.23.007 RVM
                          N048.28.11.548 W122.25.23.007 N048.28.13.621 W122.25.21.336 RVM
                          N048.28.13.621 W122.25.21.336 N048.28.15.438 W122.25.19.087 RVM
                          N048.28.15.438 W122.25.19.087 N048.28.16.930 W122.25.16.346 RVM
                          N048.28.16.930 W122.25.16.346 N048.28.18.038 W122.25.13.219 RVM
                          N048.28.18.038 W122.25.13.219 N048.28.18.720 W122.25.09.826 RVM
                          N048.28.18.720 W122.25.09.826 N048.28.18.951 W122.25.06.297 RVM
    ; WATTR
                          N048.07.33.960 W122.55.43.917 N048.09.08.736 W122.57.10.285 RVM
                          N048.08.22.850 W122.57.50.172 N048.08.19.833 W122.55.04.009 RVM
    ; ACORD
                          N048.48.21.321 W122.32.14.378 N048.46.32.498 W122.31.41.752 RVM
                          N048.47.59.127 W122.33.06.593 N048.46.54.682 W122.30.49.551 RVM
    ; ARPEE
                          N047.50.57.548 W122.46.49.289 N047.49.07.112 W122.47.04.786 RVM
                          N047.50.16.133 W122.45.37.015 N047.49.48.512 W122.48.17.054 RVM
    ; BACON
                          N048.44.05.690 W122.23.50.560 N048.42.29.206 W122.22.27.602 RVM
                          N048.43.18.264 W122.24.33.131 N048.43.16.619 W122.21.45.010 RVM
    ; BEZOV
                          N048.33.06.780 W122.27.43.142 N048.31.17.920 W122.27.10.968 RVM
                          N048.32.01.690 W122.28.49.249 N048.32.22.994 W122.26.04.842 RVM
    ; BOCAT
                          N048.20.34.304 W122.11.07.442 N048.20.29.699 W122.08.20.700 RVM
                          N048.19.36.595 W122.09.47.533 N048.21.27.425 W122.09.40.605 RVM
    ; BUICK
                          N048.48.55.800 W123.06.46.184 N048.48.16.925 W123.09.23.939 RVM
                          N048.49.31.798 W123.08.08.031 N048.47.40.942 W123.08.02.111 RVM
    ; CANDL
                          N048.43.45.209 W122.37.27.627 N048.41.55.311 W122.37.50.446 RVM
                          N048.42.51.846 W122.39.03.063 N048.42.48.657 W122.36.15.018 RVM
    ; CHATM
                          N048.27.42.183 W123.14.07.958 N048.26.07.813 W123.12.40.065 RVM
                          N048.26.46.759 W123.14.46.687 N048.27.03.225 W123.12.01.306 RVM
    ; CEVLI
                          N048.00.16.295 W122.07.19.504 N048.01.26.115 W122.05.10.652 RVM
                          N048.00.08.109 W122.05.22.916 N048.01.34.304 W122.07.07.288 RVM
    ; CONDI
                          N048.35.07.123 W123.21.03.269 N048.33.32.872 W123.19.34.874 RVM
                          N048.35.13.860 W123.19.59.052 N048.33.26.139 W123.20.39.057 RVM
    ; DARIN
                          N048.19.57.897 W121.50.09.428 N048.19.52.787 W121.47.22.754 RVM
                          N048.18.59.946 W121.48.49.932 N048.20.50.754 W121.48.42.246 RVM
    ; DIGGN
                          N047.56.02.377 W122.45.17.142 N047.57.37.279 W122.46.42.880 RVM
                          N047.57.45.046 W122.45.52.202 N047.55.54.614 W122.46.07.793 RVM
    ; DISCO
                          N048.24.48.227 W123.11.24.985 N048.23.13.848 W123.09.57.197 RVM
                          N048.23.31.892 W123.11.52.145 N048.24.30.176 W123.09.29.992 RVM
    ; EGRET
                          N048.42.43.535 W122.31.58.015 N048.42.40.168 W122.29.09.986 RVM
                          N048.43.36.284 W122.30.50.188 N048.41.47.435 W122.30.17.821 RVM
    ; ECEPO
                          N047.53.13.718 W122.28.17.884 N047.52.46.486 W122.30.58.224 RVM
                          N047.53.53.875 W122.29.58.369 N047.52.06.344 W122.29.17.763 RVM
    ; ILSAA
                          N048.24.32.493 W121.43.59.526 N048.23.27.076 W121.41.44.598 RVM
                          N048.23.14.996 W121.43.41.303 N048.24.44.578 W121.42.02.773 RVM
    ; IMPOR
                          N048.38.36.483 W123.07.15.615 N048.36.45.657 W123.07.08.507 RVM
                          N048.38.02.285 W123.08.29.597 N048.37.19.840 W123.05.54.541 RVM
    ; ISLND
                          N048.24.07.341 W122.41.31.391 N048.25.57.239 W122.41.08.702 RVM
                          N048.25.30.661 W122.42.31.860 N048.24.33.906 W122.40.08.262 RVM
    ; IWANY
                          N048.28.12.626 W122.26.17.018 N048.26.23.753 W122.25.44.992 RVM
                          N048.27.07.562 W122.27.23.076 N048.27.28.802 W122.24.38.915 RVM
    ; JAKSN
                          N047.53.16.199 W121.43.35.401 N047.53.06.204 W121.40.50.663 RVM
                          N047.52.30.227 W121.43.08.749 N047.53.52.186 W121.41.17.287 RVM
    ; JAWBN
                          N048.01.06.832 W122.49.52.070 N048.02.41.683 W122.51.18.072 RVM
                          N048.02.07.072 W122.51.55.758 N048.01.41.433 W122.49.14.373 RVM
    ; KASEY
                          N048.11.16.975 W122.41.16.448 N048.09.26.645 W122.41.33.647 RVM
                          N048.10.27.536 W122.42.47.773 N048.10.16.067 W122.40.02.332 RVM
    ; KIENO
                          N048.40.39.253 W122.34.45.036 N048.38.48.327 W122.34.45.004 RVM
                          N048.39.50.096 W122.36.08.448 N048.39.37.468 W122.33.21.598 RVM
    ; LOFAL
                          N047.51.19.325 W122.39.29.002 N047.50.51.840 W122.42.09.147 RVM
                          N047.50.18.099 W122.40.06.394 N047.51.53.076 W122.41.31.788 RVM
    ; MCCUL
                          N048.13.29.551 W123.05.45.246 N048.12.43.695 W123.08.16.835 RVM
                          N048.13.57.130 W123.07.35.471 N048.12.16.127 W123.06.26.648 RVM
    ; NICIT
                          N048.01.08.142 W122.24.47.053 N048.02.29.950 W122.26.39.072 RVM
                          N048.02.26.501 W122.24.41.871 N048.01.11.590 W122.26.44.204 RVM
    ; ORCUS
                          N048.21.26.848 W123.08.27.560 N048.19.52.227 W123.07.00.462 RVM
                          N048.20.10.589 W123.08.55.170 N048.21.08.479 W123.06.32.808 RVM
    ; PIZZE
                          N048.36.24.468 W122.08.08.681 N048.35.00.285 W122.06.19.464 RVM
                          N048.35.06.258 W122.08.17.689 N048.36.18.492 W122.06.10.406 RVM
    ; STILY
                          N048.11.50.344 W122.14.28.661 N048.10.03.995 W122.13.41.372 RVM
                          N048.10.41.397 W122.15.24.754 N048.11.12.927 W122.12.45.252 RVM
    ; TECUV
                          N048.51.29.053 W122.56.43.829 N048.50.50.992 W122.59.22.174 RVM
                          N048.52.02.124 W122.58.31.941 N048.50.17.934 W122.57.34.096 RVM
                          N047.32.59.090 W122.24.38.870 N047.49.15.659 W122.39.10.310 RVM
                          N047.52.48.192 W122.42.21.609 N047.55.22.057 W122.44.40.594 RVM
                          N048.04.11.932 W123.05.08.062 N048.05.20.079 W123.12.25.047 RVM
                          N048.13.48.046 W124.08.31.654 N048.12.33.075 W124.00.01.975 RVM
                          N047.34.06.570 W122.18.03.410 N047.52.04.787 W122.16.52.548 RVM
                          N048.38.05.397 W122.29.11.599 N048.41.01.911 W122.30.04.026 RVM
                          N048.45.29.197 W122.31.23.314 N048.44.30.340 W122.31.05.959 RVM
                          N048.49.24.555 W122.32.33.355 N048.54.18.653 W122.34.01.794 RVM
                          N047.21.06.981 W122.50.58.326 N047.48.28.670 W122.47.10.177 RVM
                          N048.37.54.567 W122.38.40.494 N048.40.52.776 W122.38.03.481 RVM
                          N047.52.30.208 W122.32.34.104 N047.51.31.049 W122.38.20.568 RVM
                          N047.54.42.256 W122.19.33.760 N047.53.29.077 W122.26.47.421 RVM
                          N047.56.39.982 W122.18.40.843 N047.59.59.163 W122.23.12.709 RVM
                          N048.28.37.051 W123.14.58.972 N048.32.01.089 W123.18.09.236 RVM
                          N048.36.50.077 W123.22.39.951 N048.35.59.143 W123.21.52.104 RVM
                          N048.41.55.561 W123.27.27.597 N048.40.13.755 W123.25.51.608 RVM
                          N048.00.00.000 W122.30.00.000 N048.02.32.167 W122.30.50.664 RVM
                          N048.03.27.841 W122.31.09.222 N048.06.00.000 W122.32.00.000 RVM
                          N048.06.00.000 W122.32.00.000 N048.08.16.277 W122.30.06.594 RVM
                          N048.09.43.774 W122.28.53.681 N048.12.00.000 W122.27.00.000 RVM
                          N048.12.00.000 W122.27.00.000 N048.13.50.374 W122.24.14.776 RVM
                          N048.16.09.775 W122.20.45.673 N048.18.00.000 W122.18.00.000 RVM
                          N048.18.00.000 W122.18.00.000 N048.18.00.272 W122.14.05.653 RVM
                          N048.18.00.272 W122.01.54.347 N048.18.00.000 W121.58.00.000 RVM
                          N048.38.30.000 W123.01.30.000 N048.35.59.102 W123.02.29.228 RVM
                          N048.29.30.928 W123.05.01.121 N048.27.00.000 W123.06.00.000 RVM
                          N048.27.00.000 W123.06.00.000 N048.24.45.904 W123.07.59.826 RVM
                          N048.19.18.215 W123.12.51.776 N048.17.04.000 W123.14.51.000 RVM
                          N048.17.04.000 W123.14.51.000 N048.16.18.752 W123.18.35.163 RVM
                          N048.14.15.695 W123.28.41.247 N048.13.30.000 W123.32.25.000 RVM
                          N048.13.30.000 W123.32.25.000 N048.13.53.856 W123.36.16.262 RVM
                          N048.13.57.291 W123.36.49.669 N048.14.21.000 W123.40.41.000 RVM
                          N048.14.21.000 W123.40.41.000 N048.14.58.348 W123.44.28.275 RVM
                          N048.16.53.163 W123.56.12.350 N048.17.30.000 W124.00.00.000 RVM
                          N048.17.30.000 W124.00.00.000 N048.14.54.105 W124.00.00.000 RVM
                          N048.10.35.895 W124.00.00.000 N048.08.00.000 W124.00.00.000 RVM
                          N048.08.00.000 W124.00.00.000 N048.07.17.590 W123.56.15.250 RVM
                          N048.04.31.267 W123.41.40.952 N048.04.03.007 W123.39.11.277 RVM
                          N048.05.00.919 W123.44.10.047 N048.04.31.267 W123.41.40.952 RVM
                          N048.00.59.629 W123.23.24.396 N048.00.31.370 W123.20.54.891 RVM
                          N048.01.29.282 W123.25.53.321 N048.00.59.629 W123.23.24.396 RVM
                          N048.08.00.000 W124.00.00.000 N048.07.17.590 W123.56.15.250 RVM
                          N047.55.44.459 W122.56.42.973 N047.55.00.000 W122.53.00.000 RVM
                          N047.55.00.000 W122.53.00.000 N047.55.59.954 W122.49.25.249 RVM
                          N047.59.00.494 W122.38.35.306 N048.00.00.000 W122.35.00.000 RVM
                          N048.00.00.000 W122.35.00.000 N048.00.00.000 W122.30.00.000 RVM
                          N048.00.00.000 W122.30.00.000 N048.00.00.356 W122.26.07.019 RVM
                          N048.00.00.356 W122.08.52.981 N048.00.00.000 W122.05.00.000 RVM
                          N048.00.00.000 W122.05.00.000 N047.58.36.001 W122.01.43.777 RVM
                          N047.58.24.105 W122.01.16.021 N047.57.00.000 W121.58.00.000 RVM
                          N047.57.00.000 W121.58.00.000 N047.59.35.895 W121.58.00.000 RVM
                          N048.15.24.105 W121.58.00.000 N048.18.00.000 W121.58.00.000 RVM
                          N048.18.00.000 W121.58.00.000 N048.20.35.895 W121.58.00.000 RVM
                          N048.35.54.105 W121.58.00.000 N048.38.30.000 W121.58.00.000 RVM
                          N048.38.30.000 W121.58.00.000 N048.38.31.014 W122.01.55.926 RVM
                          N048.38.33.750 W122.17.51.112 N048.38.34.441 W122.20.28.399 RVM
                          N048.38.34.441 W122.15.13.825 N048.38.33.750 W122.17.51.112 RVM
                          N048.38.34.089 W122.37.42.251 N048.38.34.780 W122.40.19.538 RVM
                          N048.38.34.780 W122.35.04.963 N048.38.34.089 W122.37.42.251 RVM
                          N048.38.30.000 W121.58.00.000 N048.38.31.014 W122.01.55.926 RVM
                          N048.38.31.014 W122.57.34.074 N048.38.30.000 W123.01.30.000 RVM
